population,totalPop,propOfTotalPop,CDF,diabetes_status_c,age65_c,ethnicity_c,gender_c,Educ_c,IPR_c,HHincome3_c,healthInsStatus_c,typeOfIns1_c,typeOfIns2_c,typeOfIns3_c,typeOfIns4_c,typeOfIns5_c,typeOfIns6_c,typeOfIns7_c,typeOfIns8_c,typeOfIns9_c,typeOfIns10_c,typeOfIns11_c,RxPlan_c,noInsLast12mos_c
8257.559047,303963264,2.72E-05,8.99E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: Less Than High School,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
8234.788999,303963264,2.71E-05,8.99E-02,"Undiagnosed, (-) Diabetes",65<=age,Mexican American,Male,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
8220.359166,303963264,2.70E-05,8.99E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,,,,Plans cover Rxs,
8210.785265,303963264,2.70E-05,8.99E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",,,,,,,,,,,,,,
8207.458678,303963264,2.70E-05,9.00E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
8203.230286,303963264,2.70E-05,9.00E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,Time when no ins in past year
8203.230286,303963264,2.70E-05,9.00E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
8180.105437,303963264,2.69E-05,9.00E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,Covered by other government insurance,,,Plans cover Rxs,
8160.942197,303963264,2.68E-05,9.01E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,,1.5<=INDFMPIR<2,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
8159.534281,303963264,2.68E-05,9.01E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
8137.380434,303963264,2.68E-05,9.01E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
8133.455433,303963264,0.000026758,9.02E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,1.5<=INDFMPIR<2,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
8116.841531,303963264,2.67E-05,9.02E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
8116.841531,303963264,2.67E-05,9.02E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
8115.889764,303963264,2.67E-05,9.02E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
8104.078357,303963264,2.67E-05,9.03E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
8075.575952,303963264,2.66E-05,9.03E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: Less Than High School,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans do not cover Rxs,
8071.258479,303963264,2.66E-05,9.03E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
8065.583191,303963264,2.65E-05,9.03E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
8052.274497,303963264,2.65E-05,9.04E-02,"Undiagnosed, (-) Diabetes",65<=age,Mexican American,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
8051.04858,303963264,2.65E-05,9.04E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,,Time when no ins in past year
8039.950608,303963264,2.65E-05,9.04E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
7997.132567,303963264,2.63E-05,9.04E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
7976.325403,303963264,2.62E-05,9.05E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,,1<=INDFMPIR<1.5,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
7973.623445,303963264,2.62E-05,9.05E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: Less Than High School,1.5<=INDFMPIR<2,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
7972.807395,303963264,2.62E-05,9.05E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
7958.758903,303963264,2.62E-05,9.06E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
7940.543492,303963264,2.61E-05,9.06E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
7937.53063,303963264,2.61E-05,9.06E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
7932.444237,303963264,2.61E-05,9.06E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
7928.316649,303963264,2.61E-05,9.07E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: High school graduate or GED or equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
7911.185917,303963264,2.60E-05,9.07E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
7895.873638,303963264,2.60E-05,9.07E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
7875.114801,303963264,2.59E-05,9.07E-02,"Undiagnosed, (-) Diabetes",65<=age,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
7855.795639,303963264,2.58E-05,9.08E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
7855.795639,303963264,2.58E-05,9.08E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
7852.387818,303963264,2.58E-05,9.08E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
7842.493025,303963264,2.58E-05,9.08E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,,Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
7811.136347,303963264,2.57E-05,9.09E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: High school graduate or GED or equivalent,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
7804.327303,303963264,2.57E-05,9.09E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
7803.740157,303963264,2.57E-05,9.09E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
7794.28447,303963264,2.56E-05,9.09E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
7774.346802,303963264,2.56E-05,9.10E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
7727.480369,303963264,2.54E-05,9.10E-02,"Undiagnosed, (-) Diabetes",65<=age,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
7720.339755,303963264,2.54E-05,9.10E-02,"Undiagnosed, (-) Diabetes",65<=age,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
7715.508145,303963264,0.000025383,9.10E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,Time when no ins in past year
7710.783047,303963264,2.54E-05,9.11E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School Grad/GED or Equivalent,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
7710.783047,303963264,2.54E-05,9.11E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
7707.255728,303963264,2.54E-05,9.11E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans do not cover Rxs,Time when no ins in past year
7704.307116,303963264,2.53E-05,9.11E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: Less Than High School,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
7701.91958,303963264,2.53E-05,9.12E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
7681.546903,303963264,2.53E-05,9.12E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
7659.301098,303963264,2.52E-05,9.12E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: Less Than High School,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
7648.427022,303963264,2.52E-05,9.12E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,,,No coverage of any type,,
7648.001202,303963264,2.52E-05,9.13E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: Less Than High School,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
7647.195376,303963264,2.52E-05,9.13E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans do not cover Rxs,Time when no ins in past year
7645.604134,303963264,2.52E-05,9.13E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
7645.604134,303963264,2.52E-05,9.13E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: Less Than High School,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
7640.091281,303963264,2.51E-05,9.14E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
7639.800808,303963264,0.000025134,9.14E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
7628.993462,303963264,2.51E-05,9.14E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
7624.733862,303963264,2.51E-05,9.14E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,,Time when no ins in past year
7615.65271,303963264,2.51E-05,9.15E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans do not cover Rxs,
7609.780667,303963264,2.50E-05,9.15E-02,"Undiagnosed, (-) Diabetes",65<=age,Mexican American,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
7609.623538,303963264,2.50E-05,9.15E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
7594.676972,303963264,2.50E-05,9.15E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
7563.790981,303963264,2.49E-05,9.16E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: High school graduate or GED or equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
7557.259334,303963264,2.49E-05,9.16E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,Educ: High school graduate or GED or equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
7547.454086,303963264,2.48E-05,9.16E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,Time when no ins in past year
7546.261588,303963264,2.48E-05,9.16E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: Less Than High School,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
7538.482223,303963264,2.48E-05,9.17E-02,"Undiagnosed, (-) Diabetes",65<=age,Mexican American,Female,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans do not cover Rxs,
7537.853115,303963264,2.48E-05,9.17E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Female,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,,,,Plans cover Rxs,
7535.537978,303963264,2.48E-05,9.17E-02,"Undiagnosed, (-) Diabetes",20<age<65yo,Mexican American,Female,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
7514.826,303963264,2.47E-05,9.17E-02,"Undiagnosed, (-) Diabetes",0<=age<20yo,Mexican American,Male,Educ: High school graduate or GED or equivalent,3<=INDFMPIR<4,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
